molecule_chembl_id,target_chembl_id,target_name,bioactivity_type,smiles,standard_value,standard_units,MolWt,LogP,NumHDonors,NumHAcceptors,TPSA,RingCount,QED,BertzCT,fr_sulfonamd,Protein_Weight,Protein_Aromaticity,Protein_Instability,Protein_Isoelectric,Protein_Helix_Frac,Protein_Turn_Frac,Protein_Sheet_Frac,Protein_Hydrophobicity
CHEMBL513840,CHEMBL205,CA II,IC50,Nc1cccc(-n2nc(C(=O)Nc3nnc(S(N)(=O)=O)s3)c(C(=O)c3ccccc3)c2-c2ccccc2)c1,2800.0,nM,545.6060000000003,3.103700000000001,3,10,175.95,5,0.1586873793203555,1712.3394378138028,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL265674,CHEMBL205,CA II,IC50,Nc1nnc(S(N)(=O)=O)s1,3600.0,nM,180.21400000000003,-1.2323,2,6,111.95999999999998,1,0.5614450256813573,307.5624389083748,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL508578,CHEMBL205,CA II,IC50,NS(=O)(=O)c1nnc(NC(=O)c2nn(-c3cccc(/N=N/c4c(O)ccc5ccccc45)c3)c(-c3ccccc3)c2C(=O)c2ccccc2)s1,20.0,nM,700.7620000000003,6.795700000000006,3,12,194.88,7,0.0830837159368114,2486.169195918128,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL443431,CHEMBL205,CA II,IC50,CC(=O)Cn1c(C)cc2c(-n3nc(C(=O)Nc4nnc(S(N)(=O)=O)s4)c(C(=O)c4ccccc4)c3-c3ccccc3)cccc21,320.0,nM,639.7190000000003,4.3736200000000025,2,11,171.92999999999998,6,0.1733539791594004,2160.1646517808667,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL466517,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1csc2ccccc12,110000.0,nM,242.325,1.1944000000000006,2,3,72.19,2,0.8483676576104577,550.4907650116436,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL560175,CHEMBL205,CA II,IC50,COc1cc(O)c(/C=C\C(=O)O)cc1[C@@H](O)CC(C)C,59.0,nM,280.32,2.578100000000001,3,4,86.99000000000001,1,0.6970887242158931,489.0049288447464,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL549757,CHEMBL205,CA II,IC50,C#CCNc1nc(Nc2ccc(S(N)(=O)=O)cc2)ncc1Br,331.0,nM,382.24300000000005,1.6751999999999996,3,6,110.0,2,0.6790640384350041,778.922221880898,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL590825,CHEMBL205,CA II,IC50,NCc1ccccn1.NS(=O)(=O)c1cc(C(=O)O)c(Cl)cc1Cl,300.0,nM,378.2370000000001,1.8793,3,5,136.36999999999998,2,0.745966754856583,757.1856515625872,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL592131,CHEMBL205,CA II,IC50,N#Cc1ccc(Cn2cncn2)cc1-c1ccc(OS(N)(=O)=O)c(Cl)c1,86.0,nM,389.82400000000007,2.10078,1,7,123.89,3,0.7120344481596744,1049.7212573389672,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1076889,CHEMBL205,CA II,IC50,[NH-]S(=O)(=O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F.[Na+],122.0,nM,421.11,1.0686999999999998,0,2,57.940000000000005,0,0.4930034786583807,523.0776098767656,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1088204,CHEMBL205,CA II,IC50,CC(NS(N)(=O)=O)c1csc2ccccc12,130000.0,nM,256.35200000000003,1.7554000000000003,2,3,72.19,2,0.8778830685691674,579.2807653156573,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1088203,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1cccc2ccccc12,21000.0,nM,236.296,1.1329000000000002,2,2,72.19,2,0.8382092724717164,580.9693493881599,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1084919,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1csc2cccc(Br)c12,3700.0,nM,321.22100000000006,1.9569000000000003,2,3,72.19,2,0.9069206078012224,592.000060596233,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1084918,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1csc2ccc(F)cc12,30000.0,nM,260.315,1.3335000000000006,2,3,72.19,2,0.8735994771034101,592.000060596233,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1084674,CHEMBL205,CA II,IC50,Cn1cc(CNS(N)(=O)=O)c2ccccc21,48000.0,nM,239.3,0.4714000000000006,2,3,77.12,2,0.816500501383213,592.000060596233,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1077134,CHEMBL205,CA II,IC50,Cc1oc2ccccc2c1CNS(N)(=O)=O,25000.0,nM,240.284,1.0343199999999997,2,3,85.32999999999998,2,0.8399304505819126,592.0000605962327,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1077117,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1coc2ccccc12,7100.0,nM,226.257,0.7259000000000005,2,3,85.33,2,0.8084089050405564,550.4907650116436,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1084920,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1csc2ccc(Br)cc12,100000.0,nM,321.22100000000006,1.9569000000000003,2,3,72.19,2,0.9069206078012224,592.000060596233,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1084675,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1csc2ccc(Cl)cc12,8400.0,nM,276.77000000000004,1.8478000000000003,2,3,72.19,2,0.8979156770527802,592.000060596233,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1084673,CHEMBL205,CA II,IC50,NS(=O)(=O)NCc1c[nH]c2ccccc12,300000.0,nM,225.273,0.4610000000000001,3,2,87.97999999999999,2,0.708237488816417,550.4907650116436,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1086777,CHEMBL205,CA II,IC50,Cc1ccc2scc(CNS(N)(=O)=O)c2c1,45000.0,nM,256.352,1.5028199999999996,2,3,72.19,2,0.8732343824340457,592.0000605962327,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098496,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccc2)c1,12.3,nM,398.5090000000001,3.4152000000000022,2,4,89.26,3,0.66581005326615,1004.1481682132052,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098204,CHEMBL205,CA II,IC50,CCNC(=O)c1cc(S(N)(=O)=O)ccc1Sc1ccccc1,21.3,nM,336.438,2.234900000000001,2,4,89.25999999999999,2,0.8760705418729151,743.8802493010207,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098205,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Oc2ccccc2)c(C(=O)NCc2ccccc2)c1,35.9,nM,382.4410000000001,3.056300000000002,2,4,98.49,3,0.6844137119265536,1004.1481682132052,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098206,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(SCc2ccccc2)c(C(=O)NCc2ccccc2)c1,10.1,nM,412.5360000000001,3.556300000000002,2,4,89.26,3,0.5808782428192413,1019.9111260244856,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098207,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Sc2ccccc2CO)c(C(=O)NCc2ccccn2)c1,106.0,nM,429.52300000000014,2.3025,3,6,122.38,3,0.5296748422696587,1079.892047901872,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098208,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Sc2ccccn2)c(C(=O)NCc2ccccn2)c1,84.1,nM,400.4850000000001,2.2052000000000005,2,6,115.04,3,0.6554445445913628,1004.1481682132052,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1096820,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Sc2ccccc2)c(C(=O)NCc2ccccn2)c1,67.6,nM,399.4970000000001,2.810200000000001,2,5,102.15,3,0.663530967293217,1004.1481682132052,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1096821,CHEMBL205,CA II,IC50,COCCNC(=O)c1cc(S(N)(=O)=O)ccc1SCCc1ccccc1,20.2,nM,394.51800000000014,2.045,2,5,98.48999999999998,2,0.5009379523354859,804.3717448584682,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1096822,CHEMBL205,CA II,IC50,CC(C)CNC(=O)c1cc(S(N)(=O)=O)ccc1SC(C)C,21.5,nM,330.475,2.2203,2,4,89.25999999999999,1,0.7827265493882554,580.4643673737444,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1096823,CHEMBL205,CA II,IC50,CCNC(=O)c1cc(S(N)(=O)=O)ccc1SC1CCCC1,16.5,nM,328.4590000000001,2.1184000000000003,2,4,89.25999999999999,2,0.8661739703371131,592.9255231885297,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098526,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(S(=O)(=O)c2ccccc2)c(C(=O)NCc2ccccc2)c1,5000.0,nM,430.5070000000001,2.0968,2,5,123.4,3,0.6197996500342947,1201.7105175551126,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1086703,CHEMBL205,CA II,IC50,CCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,20.0,nM,337.426,1.6299000000000003,2,5,102.15,2,0.863132367959827,743.8802493010207,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098816,CHEMBL205,CA II,IC50,CN(C)CCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,2710.0,nM,380.49500000000006,1.1716000000000004,2,6,105.39,2,0.7469973754906529,802.3717448584681,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098817,CHEMBL205,CA II,IC50,COCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,57.1,nM,367.45200000000006,1.2564,2,6,111.37999999999998,2,0.7127182494130502,774.0429528077259,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1099124,CHEMBL205,CA II,IC50,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,48.0,nM,381.4790000000001,1.6465,2,6,111.37999999999998,2,0.6726448324976495,789.1868843873885,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1099125,CHEMBL205,CA II,IC50,CCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccccc1,26.7,nM,351.45300000000003,2.0200000000000005,2,5,102.15,2,0.8287722405273826,758.9405390647507,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094898,CHEMBL205,CA II,IC50,NS(=O)(=O)c1cnc(Sc2ccccc2)c(C(=O)NCCc2ccccc2)c1,26.6,nM,413.52400000000017,2.8527000000000013,2,5,102.15,3,0.6200605124805055,1019.9111260244856,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098839,CHEMBL205,CA II,IC50,NS(=O)(=O)c1cnc(Sc2c(F)c(F)cc(F)c2F)c(C(=O)NCc2ccccn2)c1,23.2,nM,472.44500000000016,2.7616000000000014,2,6,115.04,3,0.4212327947970098,1176.3883042360635,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098349,CHEMBL205,CA II,IC50,CCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1cccc(F)c1,19.9,nM,355.416,1.769,2,5,102.15,2,0.8508867557315135,801.6819968852253,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095203,CHEMBL205,CA II,IC50,COc1ccc(CNC(=O)c2cc(S(N)(=O)=O)cnc2Sc2ccc(F)c(F)c2)cc1,2.19,nM,465.5030000000001,3.0970000000000013,2,6,111.37999999999998,3,0.5547477299046105,1169.2080078939962,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095204,CHEMBL205,CA II,IC50,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1cccc(F)c1,25.8,nM,399.4690000000001,1.7856,2,6,111.37999999999998,2,0.6547876139685734,847.3570908879409,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1099137,CHEMBL205,CA II,IC50,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1c(F)c(F)cc(F)c1F,10.6,nM,453.43900000000014,2.2029000000000005,2,6,111.37999999999998,2,0.3602109443069242,954.933759041064,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1086834,CHEMBL205,CA II,IC50,COCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1ccc(F)c(F)c1,34.6,nM,417.4590000000001,1.9247,2,6,111.37999999999998,2,0.6350781276836772,891.6307086268074,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095531,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Sc2c(F)c(F)cc(F)c2F)c(C(=O)NCCc2ccccn2)c1,18.4,nM,485.48400000000015,3.4091000000000022,2,5,102.15,3,0.3945729710039492,1192.525099675125,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1099151,CHEMBL205,CA II,IC50,NCCCCNC(=O)c1cc(S(N)(=O)=O)cnc1Sc1c(F)c(F)cc(F)c1F,45.9,nM,452.4550000000001,1.9053000000000004,3,6,128.17000000000002,2,0.3189040022500177,954.933759041064,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1099152,CHEMBL205,CA II,IC50,COc1ccc(CCCNC(=O)c2cc(S(N)(=O)=O)cnc2Sc2c(F)c(F)cc(F)c2F)cc1,11.5,nM,529.5370000000001,3.807800000000002,2,6,111.37999999999998,3,0.2478338963684386,1268.8845606032962,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1098657,CHEMBL205,CA II,IC50,NS(=O)(=O)c1cnc(Sc2ccc(F)c(F)c2)c(CO)c1,79.3,nM,332.35300000000007,1.6507000000000005,2,5,93.28000000000002,2,0.8878611029573091,743.6029326164897,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095855,CHEMBL205,CA II,IC50,COc1ccc(CNCc2cc(S(N)(=O)=O)cnc2Sc2ccc(F)c(F)c2)cc1,52.8,nM,451.5200000000001,3.456800000000002,2,6,94.31,3,0.544832582208934,1093.2752998569576,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095856,CHEMBL205,CA II,IC50,CCNCc1cc(S(N)(=O)=O)cnc1Sc1ccc(F)c(F)c1,321.0,nM,359.42300000000006,2.2679,2,5,85.08,2,0.8264075663740796,773.6807640604236,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095882,CHEMBL205,CA II,IC50,COCCCNCc1cc(S(N)(=O)=O)cnc1Sc1ccc(F)c(F)c1,386.0,nM,403.4760000000001,2.2845000000000004,2,6,94.31,2,0.6241181484061464,819.111969854141,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1099003,CHEMBL205,CA II,IC50,CCNC(=O)c1cc(S(N)(=O)=O)cc(F)c1SC(C)C,3.77,nM,320.411,1.7233000000000005,2,4,89.25999999999999,1,0.8085243636849144,580.7094798715809,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095883,CHEMBL205,CA II,IC50,CCNC(=O)c1cc(S(N)(=O)=O)cc(F)c1SCC(C)C,2.79,nM,334.43800000000005,1.9709000000000003,2,4,89.25999999999999,1,0.7784757667358825,595.1706356863663,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1095884,CHEMBL205,CA II,IC50,NS(=O)(=O)c1ccc(Sc2c(F)c(F)cc(F)c2F)nc1,8.29,nM,338.307,2.4366000000000003,1,4,73.05000000000001,2,0.6890711851370747,728.4258765582603,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL555721,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1CC=CC[C@@H]1O,790000.0,nM,159.141,0.2741999999999999,1,4,72.60000000000001,1,0.3564057621969555,164.8771237954945,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL562358,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1CCCC[C@@H]1O,560000.0,nM,161.157,0.4982,1,4,72.60000000000001,1,0.4723948960540868,134.97373660251154,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL563619,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@@H](CO)c1ccccc1,632000.0,nM,183.163,0.9283,1,4,72.60000000000001,1,0.5562448187773532,258.6266162685654,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL556256,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1CCCCCC[C@@H]1O,181000.0,nM,189.211,1.2784,1,4,72.60000000000001,1,0.5242182548807898,157.42124551085627,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL559615,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1CC/C=C\CC[C@@H]1O,243000.0,nM,187.195,1.0543999999999998,1,4,72.60000000000001,1,0.398189466075049,188.21499122004104,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1096674,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@@H]1CC[C@H](Br)[C@@H]2CC[C@H]1O2,110000.0,nM,266.091,1.6682,0,4,61.60000000000001,2,0.4330174523177435,216.07820003461555,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094528,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@@H]1CC2c3ccccc3C1[C@@H]2O,98100.0,nM,221.212,1.2089,1,4,72.60000000000001,3,0.6013927249354215,429.41938027116265,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094529,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1C[C@H](O)[C@@H](O[N+](=O)[O-])C[C@@H]1O,113000.0,nM,238.152,-1.3442000000000005,2,8,145.20000000000002,1,0.4514020046290265,233.21187563522585,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094530,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1C[C@H](O[N+](=O)[O-])[C@@H](O)C[C@@H]1O,86300.0,nM,238.152,-1.3442000000000005,2,8,145.20000000000002,1,0.4514020046290265,235.21187563522585,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094531,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1CC[C@@H](O[N+](=O)[O-])[C@H](O)[C@@H]1O,129000.0,nM,238.152,-1.3442000000000005,2,8,145.20000000000002,1,0.4514020046290265,233.21187563522585,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094856,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@H]1CC2CCC1[C@@H]2O,73100.0,nM,173.168,0.3540999999999999,1,4,72.60000000000001,2,0.4828371240782173,192.21499122004104,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1094857,CHEMBL205,CA II,IC50,O=[N+]([O-])O[C@@H]1CC2CCC1[C@@H]2O,65100.0,nM,173.168,0.3540999999999999,1,4,72.60000000000001,2,0.4828371240782173,192.21499122004104,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL508732,CHEMBL205,CA II,IC50,Cc1ccc(S(=O)(=O)n2cccc2)cc1,23140.0,nM,221.28100000000003,2.03352,0,3,39.07,2,0.7780099402393545,520.2340633597723,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1163131,CHEMBL205,CA II,IC50,Cc1ccc(S(=O)(=O)N2CC=CC2=O)cc1,18180.0,nM,237.28,1.0821200000000002,0,3,54.45,2,0.7731153982239253,521.9059719507594,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1163554,CHEMBL205,CA II,IC50,Cc1ccc(S(=O)(=O)N2C(=O)C=CC2O)cc1,6030.0,nM,253.279,0.4005200000000001,1,4,74.68,2,0.8275437835180095,550.5608031804463,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1164744,CHEMBL205,CA II,IC50,CC(=O)OC1C=CC(=O)N1S(=O)(=O)c1ccc(C)cc1,7970.0,nM,295.316,0.97132,0,5,80.75,2,0.776202839666878,648.4947910376816,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL24231,CHEMBL205,CA II,IC50,O=[N+]([O-])c1ccc(OP(=O)(O)O)cc1,63.0,nM,219.089,1.0662999999999996,2,4,109.9,1,0.4464690390049057,359.5297132583326,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL23838,CHEMBL205,CA II,IC50,CCOP(=O)(OCC)Oc1ccc([N+](=O)[O-])cc1,59.0,nM,275.197,3.154700000000002,0,6,87.9,1,0.4311769103145355,409.8564618723236,0,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1276015,CHEMBL205,CA II,IC50,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(/N=N/c3c(O)ccc4ccccc34)c2)c1-c1ccccc1,480.0,nM,668.7170000000002,5.741400000000004,3,13,204.11000000000004,6,0.0974252356390849,2218.3301042458456,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1276016,CHEMBL205,CA II,IC50,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(/N=N/c3ccc(O)cc3)c2)c1-c1ccccc1,470.0,nM,618.6570000000002,4.588200000000002,3,13,204.11000000000004,5,0.1198365167026974,1874.2871388491867,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1276394,CHEMBL205,CA II,IC50,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(I)c2)c1-c1ccccc1,50.0,nM,624.442,3.0718000000000014,2,10,159.16000000000005,4,0.1804099499289117,1460.038188091654,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
CHEMBL1276017,CHEMBL205,CA II,IC50,CCOC(=O)c1c(C(=O)Nc2nnc(S(N)(=O)=O)s2)nn(-c2cccc(NN=C(C(C)=O)C(C)=O)c2)c1-c1ccccc1,450.0,nM,624.6610000000002,2.413099999999999,3,14,217.69,4,0.0723218610302013,1783.244261567069,1,29245.6681,0.10384615384615384,21.684615384615366,6.867537117004395,0.3,0.3307692307692308,0.35,-0.5788461538461539
